"Survey ID",Country,"Survey date",Age,Gender,State/Province,"Did you receive aid?","Did you need aid?","Aid type: Cash/vouchers","Aid type: Food","Aid type: Water/sanitation","Aid type: Shelter","Aid type: Medical","Aid type: Household items","Aid type: Children's Education","Aid type: Seeds/tools","Aid type: Protection","Aid provider: Local authorities","Aid provider: National NGO","Aid provider: International NGO","Aid provider: Red Cross/Crescent Society","Aid provider: UN agency","Aid provider: ICRC","Aid provider: Religious group","Aid provider: Military group","Aid provider: Local business","Aid provider: DONT KNOW","Did aid cover basic needs?","Difficulty receiving aid: Too far away","Difficulty receiving aid: Unsafe for people to reach","Difficulty receiving aid:  Local officials took it","Difficulty receiving aid: Military took it","No difficulty receiving aid","IDK if any difficulty","Does aid reach where it is needed most?","Main access obstacle: Unsafe for aidworkers","Main access obstacle: Poor roads","Main access obstacle:Government restrictions","Main access obstacle: Other military restrictions","Main access obstacle: Most affected areas not prioritized","No access obstacles","Aid provider type most able to reach people in need: government","Aid provider type most able to reach people in need: National NGOs","Aid provider type most able to reach people in need: INGOs","Aid provider type most able to reach people in need: Red Cross/Crescent","Aid provider type most able to reach people in need: UN agencies","Aid provider type most able to reach people in need: ICRC","Aid provider type most able to reach people in need: Religious groups","Aid provider type most able to reach people in need:  Military groups","Aid provider type most able to reach people in need:  Local businesses","IDK who's most able to reach people in need","Most present government provider","Most present government provider2","Most present INGO","Most present INGO2","Most present national NGO","Most present national NGO2","Most present UN aid provider","Most present UN aid provider2","To improve reach: Work through local businesses?","To  improve reach: Work with local [church/mosque]?","To improve reach: Work with the local authorities","To improve reach: Negotiate with armed groups","To improve reach: Consult more with our community","What would improve reach: Be more respectful of our customs","Other potential aid providers: Local businesses [vouchers]","Other potential aid providers: Local councils","Other potential aid providers: Government","Other potential aid providers: Military","Other potential aid providers: Religious group","Other potential aid providers: Truckingtransport company","Other potential aid providers: other ","Change in aid presence","Why is aid presence changing?"
UPS-7733882747626144810,Palestine,"February 4-February 17, 2024",25,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-773520274477071046,Palestine,"February 4-February 17, 2024",29,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",No,No,No,No,No,Yes,"Not at all",No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,None,,None,,None,,"I don't know",,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,"Neutral/stayed the same",N/A
UPS7756886719986949212,Palestine,"February 4-February 17, 2024",26,FEMALE,"GAZA GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Not really",No,No,No,No,Yes,No,"DON'T KNOW",No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,None,,"Palestine Red Crescent Society",None,"I don't know",,UNRWA,,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,"Neutral/stayed the same",N/A
UPS7762441571648436825,Palestine,"February 4-February 17, 2024",24,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Reduced,"Due to the theft of all humanitarian aid, and I personally have not received anything from the beginning of the war until now. Initially, there was a lot, but now it's less, and there are people who take it without any right."
UPS-7769936056279477101,Palestine,"February 4-February 17, 2024",29,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"Due to the small number of people."
UPS7789490725898450088,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Not really",No,No,No,No,No,Yes,"Not at all",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"Palestine Red Crescent Society","I don't know","I don't know",,WFP,,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS7822847064050201924,Palestine,"February 4-February 17, 2024",20,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not at all",No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-7825529089150115433,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",No,No,No,No,No,Yes,"DON'T KNOW",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,None,,None,,UNRWA,,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,"Reduced a lot","The excessive population density compared to the number and size of aids, the insecure situation in the place, and the aids do not arrive before they are stolen and seized before distribution to the people."
UPS-7832120511468239394,Palestine,"February 4-February 17, 2024",29,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ",None,None,,None,,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS7856017763723700386,Palestine,"February 4-February 17, 2024",41,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",Yes,Yes,Yes,Yes,No,No,"Not really",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Schools,"I don't know","I don't know",,"AL-Wafa Elderly Nursing Home","Society of Physically handicapped people",UNRWA,,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,"Reduced a lot","We left the school, you have to go and give it to him and upload it, I was registered in the school, and the health situation in the schools has become bad."
UPS-7859284613181266171,Palestine,"February 4-February 17, 2024",27,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-7872460977259602541,Palestine,"February 4-February 17, 2024",28,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Mostly yes",No,No,No,No,No,Yes,"Mostly yes",Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"MA'AN Development Center","I don't know",UNRWA,,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,"Increased a lot","Due to the war situation."
UPS-7907558626984532807,Palestine,"February 4-February 17, 2024",49,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,UNRWA,UNICEF,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Reduced,"Due to the increase in the number of displaced people, there is no control over the system and monitoring, attacks on aids by people, and seizure of them. When asked for help, the answer is that there is none."
UPS7924330190458717654,Palestine,"February 4-February 17, 2024",34,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",Yes,No,No,No,No,No,"Not really",No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Ministry of Social Development ",None,None,,None,,UNICEF,UNRWA,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,"Reduced a lot","Significantly decreased... each person distributes to his acquaintances."
UPS8024021545899135004,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Mostly yes",No,No,Yes,No,No,No,"Not at all",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Together Development Foundation","I don't know","I don't know",,"I don't know",,UNICEF,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Reduced,"Lack of credibility in distributing aids... it is distributed to the people of the country itself and not to the displaced."
UPS-8024369107925103265,Palestine,"February 4-February 17, 2024",57,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"DON'T KNOW",Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"MA'AN Development Center","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","Due to displacement... theft of aids."
UPS8031508438307471189,Palestine,"February 4-February 17, 2024",25,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"Not at all",No,Yes,No,No,No,No,"Mostly yes",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,"World Central Kitchen","I don't know","I don't know",,WFP,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Increased a lot","Because it is abundant in the market, but some materials are missing and not available."
UPS-8078696257806777271,Palestine,"February 4-February 17, 2024",40,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",No,Yes,No,No,No,No,"Yes - very much",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS8132352702846977511,Palestine,"February 4-February 17, 2024",45,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,No,No,No,"Not really",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,UNRWA,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS8173149510353184264,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,None,,None,,None,,None,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Reduced a lot","Due to the large number of displaced people, local officials steal them and distribute them to relatives and acquaintances, even UNRWA steals these aids and sells them in the market at very high prices."
UPS8221415013323725129,Palestine,"February 4-February 17, 2024",18,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,"Not really",No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,None,,None,,None,,None,,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-8223667199786801481,Palestine,"February 4-February 17, 2024",34,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",No,Yes,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"International Committee of the??Red Cross??(ICRC)","Red Crescent Society of the United Arab Emirates","I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-8239085448750390091,Palestine,"February 4-February 17, 2024",70,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,No,No,No,No,No,Neutral,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"Palestine Red Crescent Society","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-8280001343164317843,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,Yes,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,None,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,"Reduced a lot","Closure of the crossing for aid trucks, humanitarian aid is stolen by thuggish and armed individuals, they sell the goods at exorbitant prices."
UPS-8290765356483991408,Palestine,"February 4-February 17, 2024",33,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,"Not really",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Reduced,"Due to the theft of humanitarian aid, the aid is sold in the market, distributed among relatives and friends, and the situation is very bad."
UPS8293698762619942355,Palestine,"February 4-February 17, 2024",29,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",No,Yes,Yes,No,No,No,"Mostly yes",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"Neutral/stayed the same",N/A
UPS8313980274630245026,Palestine,"February 4-February 17, 2024",54,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not at all",Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,"I don't know","MA'AN Development Center",UNRWA,,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,"DONT KNOW",N/A
UPS-8344383438966818515,Palestine,"February 4-February 17, 2024",57,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not really",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS8345263035721854696,Palestine,"February 4-February 17, 2024",52,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,"Not really",Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"Palestine Red Crescent Society","Egyptian Red Crescent",UNRWA,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Reduced,"Because the aid is very little, and those who distribute the aid have none left to give."
UPS834869342036871496,Palestine,"February 4-February 17, 2024",45,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,None,,None,,None,,None,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,"Reduced a lot","Due to the theft of aid from trucks and being sold at very high prices, we are deprived of all of it, and we are shot at if we take any."
UPS-8355340451019944591,Palestine,"February 4-February 17, 2024",41,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",No,Yes,No,No,No,No,"DON'T KNOW",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Increased,"Due to difficult circumstances."
UPS-8370770295917836284,Palestine,"February 4-February 17, 2024",67,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","Palestine Red Crescent Society",None,,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS8408072613458957716,Palestine,"February 4-February 17, 2024",33,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Not really",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"Zakat Society","Islamic Society ","I don't know",,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-8434778556795949526,Palestine,"February 4-February 17, 2024",22,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"Mostly yes",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Reduced,"Aid comes only every two or three weeks and is not enough for the needs."
UPS8438624780191302993,Palestine,"February 4-February 17, 2024",39,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"Mostly yes",Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,None,,"International Committee of the??Red Cross??(ICRC)","Norwegian Refugee Council (NRC)","Palestine Children's Relief Fund (PCRF)","Society of Physically handicapped people","I don't know",,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Increased,"Due to displacement and moving from place to place based on the danger of locations and the abundance of displacement, aid reaches the displaced in several areas due to the overcrowding of people."
UPS8463392597032978167,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not really",No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,"I don't know",,"I don't know",,WFP,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS8467412277428728130,Palestine,"February 4-February 17, 2024",35,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Mostly yes",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"UNRWA "," UNICEF",No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"The abundance of displaced people has led to an increase in the demand for aid."
UPS-8481013730660543165,Palestine,"February 4-February 17, 2024",19,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,"Not really",No,No,No,No,Yes,No,"Mostly yes",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"Government schools","Ministry of Health??",None,,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Increased a lot","Due to the presence of concerned parties and people, complaints against them have increased their presence."
UPS-8534253775463758338,Palestine,"February 4-February 17, 2024",53,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",No,No,No,No,Yes,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"Al-Rahma Charitable Society","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS8552674237091360993,Palestine,"February 4-February 17, 2024",50,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,"Reduced a lot","Humanitarian aids are distributed only among relatives and acquaintances through favoritism and nepotism, and they are sold in the market at fantasy prices; we cannot afford them now, and no one asks about anyone else, only concerned about themselves."
UPS-8571628998373682441,Palestine,"February 4-February 17, 2024",43,FEMALE,"GAZA GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,Yes,No,No,No,No,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS8596776287897533040,Palestine,"February 4-February 17, 2024",18,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-8649718419635495906,Palestine,"February 4-February 17, 2024",50,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Neutral,Yes,No,No,No,No,No,"DON'T KNOW",Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS8673542036674624459,Palestine,"February 4-February 17, 2024",42,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS8689383434354928741,Palestine,"February 4-February 17, 2024",58,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"DONT KNOW",N/A
UPS8727107702233980811,Palestine,"February 4-February 17, 2024",40,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS8731755848458995248,Palestine,"February 4-February 17, 2024",35,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Mostly yes",Yes,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-8747383418461226255,Palestine,"February 4-February 17, 2024",24,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Reduced,"Aid is stolen, especially milk and sanitary pads, and sold in the market at very high prices."
UPS-8782015180455048805,Palestine,"February 4-February 17, 2024",47,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,No,No,No,No,No,"Not really",Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"Red Crescent Society of the United Arab Emirates","Saudi Arabia","I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Increased,"Due to the large number of displaced people and the relocation of aid providers to the Rafah area."
UPS-8857896442890202692,Palestine,"February 4-February 17, 2024",24,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,"Not really",Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,None,,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS-8951568915590820473,Palestine,"February 4-February 17, 2024",25,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,Yes,Yes,Yes,No,No,"Not really",No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,UNRWA,UNICEF,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,"Neutral/stayed the same",N/A
UPS8960733366569471581,Palestine,"February 4-February 17, 2024",22,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"Youth and Environment Association","I don't know",UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"Theft of aids and their sale in the markets."
